sample_id,temperature,variation_id,label,source_text,variation_text,delta_score_2gram,delta_entropy_2gram,delta_variance_2gram,delta_score_3gram,delta_entropy_3gram,delta_variance_3gram,delta_score_4gram,delta_entropy_4gram,delta_variance_4gram,delta_score_5gram,delta_entropy_5gram,delta_variance_5gram
1,0.5,2,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Can transgastric endoscopic splenectomy be performed? In a porcine model, this technique appears technically possible, utilizing stomach access to remove the spleen minimally invasively, with encouraging findings indicating benefits compared to traditional laparoscopy.",2.84231672828224e-07,0.2869470410930828,0.02271498107084911,0.0217611175773825,0.32721291120841567,0.0,0.021729618491434434,0.33647223662121295,0.0,2.8423167282822487e-07,0.3462762367178347,0.0
1,0.5,3,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Is it possible to conduct transgastric endoscopic splenectomy? Evidence from a porcine model suggests technical feasibility by accessing the spleen through the stomach, enabling minimally invasive extraction and demonstrating promising outcomes that may surpass standard laparoscopic surgery.",1.8948778188548283e-07,0.16916400543669896,0.02271498107084911,0.014507411718254981,0.20585205420414887,0.0,0.01448641232762294,0.21130909366720596,0.0,1.8948778188548325e-07,0.21706450523782772,0.0
1,0.5,4,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Does transgastric endoscopic splenectomy work? The approach is technically viable in a porcine model, involving spleen removal through the stomach in a minimally invasive manner, with study results indicating potential improvements over typical laparoscopic procedures.",2.3685972735685343e-07,0.26709578283899704,0.006669775586634827,0.01813426464781874,0.26469255422708216,0.0,0.018108015409528687,0.2719337154836414,0.0,2.3685972735685406e-07,0.27958486221916123,0.0
1,0.5,5,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Can transgastric endoscopic splenectomy be done? The technique shows technical feasibility in a porcine model by accessing the spleen transgastrically for minimally invasive removal, with promising results that suggest advantages over traditional laparoscopy.",2.84231672828224e-07,0.2869470410930828,0.02271498107084911,0.0217611175773825,0.32721291120841567,0.0,0.021729618491434434,0.33647223662121295,0.0,2.8423167282822487e-07,0.3462762367178347,0.0
1,0.5,6,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Is transgastric endoscopic splenectomy achievable? In a porcine model, this novel method is technically feasible, allowing spleen removal via the stomach in a minimally invasive way, with encouraging results pointing to benefits over conventional laparoscopic surgery.",2.1317375462116813e-07,0.23694329272110703,0.005831731731919049,0.01632083818303686,0.23483959107740038,0.0,0.016297213868575813,0.24116205681688774,0.0,2.1317375462116866e-07,0.2478361639045814,0.0
1,0.5,7,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Is the transgastric endoscopic approach to splenectomy possible? The porcine model study indicates technical feasibility, using stomach access for minimally invasive spleen removal and showing promising outcomes that suggest advantages over standard laparoscopic techniques.",2.605457000925387e-07,0.2561753824263291,0.02271498107084911,0.01994769111260062,0.29546421289383584,0.0,0.01991881695048156,0.30368241379822125,0.0,2.6054570009253947e-07,0.31237468504215293,0.0
1,0.5,8,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Can the spleen be removed endoscopically through the stomach? Transgastric endoscopic splenectomy appears technically feasible in a porcine model, enabling minimally invasive removal and demonstrating promising results compared to traditional laparoscopic surgery.",3.0791764556390933e-07,0.3186957394076626,0.02271498107084911,0.02357454404216438,0.36000273403140737,0.0,0.023540420032387308,0.3703737882968947,0.0,3.079176455639103e-07,0.3813675565291037,0.0
1,0.5,9,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Is it feasible to perform transgastric endoscopic splenectomy? The study in a porcine model shows technical feasibility by accessing the spleen through the stomach, allowing for minimally invasive removal and suggesting potential benefits over conventional laparoscopy.",2.1317375462116813e-07,0.1973348824033958,0.02271498107084911,0.01632083818303686,0.23483959107740038,0.0,0.016297213868575813,0.24116205681688774,0.0,2.1317375462116866e-07,0.2478361639045814,0.0
1,0.5,10,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Transgastric endoscopic splenectomy in a porcine model appears technically feasible. This novel approach involves accessing the spleen through the stomach, allowing for minimally invasive removal. The study demonstrates promising results, suggesting potential benefits over traditional laparoscopic surgery. 
","Is transgastric endoscopic splenectomy a viable procedure? Findings from a porcine model suggest technical feasibility, involving spleen access through the stomach for minimally invasive removal, with promising results indicating possible advantages over traditional laparoscopic methods.",2.3685972735685343e-07,0.2263224192766473,0.02271498107084911,0.01813426464781874,0.26469255422708216,0.0,0.018108015409528687,0.2719337154836414,0.0,2.3685972735685406e-07,0.27958486221916123,0.0
2,0.5,1,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: In patients with treated hypertension, does blood pressure vary based on whether a physician or a nurse takes the measurement? Answer: In a study involving 200 patients, systolic blood pressure recorded by physicians was significantly lower (p < 0.001) compared to measurements taken by nurses, attributed to the 'white coat' effect caused by the physician's perceived authority.",7.105791820705622e-08,0.02068363365800252,0.050238191293164106,0.005440279394345618,0.05218575317056917,0.0,0.0054324046228586,0.05310982531394792,0.0,7.105791820705622e-08,0.05406722127027486,0.0
2,0.5,2,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: Among treated hypertensive patients, is there a difference in blood pressure readings when measured by a doctor versus a nurse? Answer: A study of 200 patients showed that systolic blood pressure measured by doctors was significantly lower (p < 0.001) than that measured by nurses, due to the 'white coat' effect linked to the physician's perceived authority.",7.105791820705622e-08,0.10282628676544592,0.039735113354433624,0.005440279394345618,0.05218575317056917,0.0,0.0054324046228586,0.05310982531394792,0.0,7.105791820705622e-08,0.05406722127027486,0.0
2,0.5,3,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: Does the blood pressure of treated hypertensive patients differ when measured by a physician compared to a nurse? Answer: Research on 200 patients found that systolic BP recorded by physicians was significantly lower (p < 0.001) than readings taken by nurses, explained by the 'white coat' effect stemming from the physician's perceived authority.",1.6580180914979784e-07,0.06912203423657415,0.06777645659928656,0.012693985253473108,0.12629372532429084,0.0,0.012675610786670066,0.12861737782209381,0.0,1.6580180914979784e-07,0.13102826240640475,0.0
2,0.5,4,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: For patients with treated hypertension, does blood pressure measurement vary depending on whether a physician or nurse conducts the measurement? Answer: In a study of 200 patients, systolic blood pressure measured by physicians was significantly lower (p < 0.001) than that measured by nurses, attributed to the 'white coat' effect due to the physician's perceived authority.",9.474389094274162e-08,0.08832802639925497,0.014376670198432154,0.0072537058591274906,0.07020425867324764,0.0,0.007243206163811466,0.07145896398214369,0.0,9.474389094274162e-08,0.07275935428242919,0.0
2,0.5,5,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: Is there a change in blood pressure readings in treated hypertensive patients based on whether a nurse or physician measures it? Answer: Systolic blood pressure measured by physicians was significantly lower (p < 0.001) than by nurses in a 200-patient study, attributed to the 'white coat' effect caused by the physician's perceived authority.",1.6580180914979784e-07,0.09527853161619504,0.048915509853724434,0.012693985253473108,0.12629372532429084,0.0,0.012675610786670066,0.12861737782209381,0.0,1.6580180914979784e-07,0.13102826240640475,0.0
2,0.5,6,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: Among treated hypertensive patients, does blood pressure differ when taken by a physician versus a nurse? Answer: A study of 200 patients revealed that systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses, due to the 'white coat' effect linked to the physician's perceived authority.",1.8948778188548325e-07,0.14148924309649402,0.02937645659928656,0.014507411718254981,0.14571181118139354,0.0,0.014486412327622933,0.14842000511827358,0.0,1.8948778188548325e-07,0.15123096972392336,0.0
2,0.5,7,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: Does the measurement of blood pressure in treated hypertensive patients differ depending on whether a nurse or physician performs it? Answer: In a study with 200 patients, systolic blood pressure was significantly lower (p < 0.001) when measured by physicians compared to nurses, attributed to the 'white coat' effect from the physician's perceived authority.",1.4211583641411244e-07,0.07610201902293667,0.04926453064699038,0.010880558788691236,0.10724553035359774,0.0,0.0108648092457172,0.10919929196499112,0.0,1.4211583641411244e-07,0.11122563511022499,0.0
2,0.5,8,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: In treated hypertensive patients, is there a difference in blood pressure readings based on whether a nurse or physician measures it? Answer: Systolic blood pressure measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a 200-patient study, explained by the 'white coat' effect related to the physician's perceived authority.",1.1842986367842703e-07,0.0824914665969474,0.031464601846705575,0.009067132323909363,0.08855339734144341,0.0,0.009054007704764333,0.09015109699429802,0.0,1.1842986367842703e-07,0.09180754925312229,0.0
2,0.5,9,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: Does the blood pressure of treated hypertensive patients change depending on whether it is taken by a nurse or a physician? Answer: A study of 200 patients found systolic blood pressure measured by physicians was significantly lower (p < 0.001) than by nurses, attributed to the 'white coat' effect due to the physician's perceived authority.",1.1842986367842703e-07,0.0824914665969474,0.031464601846705575,0.009067132323909363,0.08855339734144341,0.0,0.009054007704764333,0.09015109699429802,0.0,1.1842986367842703e-07,0.09180754925312229,0.0
2,0.5,10,ai,"Question: Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse? 

Answer: Systolic BP measured by physicians was significantly lower (p < 0.001) than that measured by nurses in a study of 200 patients. The difference was attributed to the perceived authority of the physician, leading to a ""white coat"" effect. 
","Question: For patients with treated hypertension, does blood pressure vary when measured by a nurse compared to a physician? Answer: Research involving 200 patients showed systolic BP measured by physicians was significantly lower (p < 0.001) than that taken by nurses, attributed to the 'white coat' effect caused by the physician's perceived authority.",1.8948778188548325e-07,0.11482973615188063,0.048553080974526854,0.014507411718254981,0.14571181118139354,0.0,0.014486412327622933,0.14842000511827358,0.0,1.8948778188548325e-07,0.15123096972392336,0.0
3,0.5,1,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: are we overlooking some prognostic indicators? Answer: We present for the first time the cause of ESLD as a survival prognostic factor. Renal function (measured by serum creatinine) and urinary sodium (<5 mEq/l) at diagnosis were linked to outcomes.,1.1842986367842703e-07,0.11506932978478668,0.0,0.009067132323909363,0.11778303565638337,0.0,0.009054007704764333,0.12062798778861739,0.0,1.1842986367842703e-07,0.12361395596717584,0.0
3,0.5,2,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,"Question: Hepatorenal syndrome: could we be missing prognostic factors? Answer: For the first time, we identify ESLD etiology as a prognostic factor for survival. Renal function (serum creatinine) and urinary sodium (<5 mEq/l) at diagnosis were associated with prognosis.",1.8948778188548304e-07,0.19105523676270808,0.0,0.014507411718254981,0.19574457712609394,0.0,0.014486412327622933,0.20067069546215155,0.0,1.8948778188548325e-07,0.20585205420414887,0.0
3,0.5,3,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: are there prognostic factors we haven't identified? Answer: We report ESLD etiology as a novel prognostic factor for survival. Renal function (serum creatinine) and urinary Na (<5 mEq/l) at diagnosis showed association with outcomes.,2.3685972735685364e-07,0.24512245803298427,0.0,0.018134264647818726,0.2513144282809061,0.0,0.018108015409528673,0.2578291093020999,0.0,2.3685972735685406e-07,0.26469255422708216,0.0
3,0.5,4,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: might some prognostic factors be overlooked? Answer: Our study reports ESLD etiology as a new prognostic factor for survival. Renal function (serum creatinine) and urinary sodium (<5 mEq/l) at diagnosis correlated with prognosis.,2.6054570009253894e-07,0.2732933349996811,0.0,0.019947691112600606,0.2803019651541576,0.0,0.019918816950481547,0.2876820724517817,0.0,2.6054570009253947e-07,0.29546421289383584,0.0
3,0.5,5,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: are some prognostic factors missing? Answer: We reveal for the first time that ESLD etiology is a prognostic factor for survival. Renal function (serum creatinine) and urinary Na (<5 mEq/l) at diagnosis were related to prognosis.,1.8948778188548304e-07,0.19105523676270808,0.0,0.014507411718254981,0.19574457712609394,0.0,0.014486412327622933,0.20067069546215155,0.0,1.8948778188548325e-07,0.20585205420414887,0.0
3,0.5,6,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: could we be missing important prognostic factors? Answer: We identify ESLD etiology as a prognostic factor for survival for the first time. Renal function (serum creatinine) and urinary sodium (<5 mEq/l) at diagnosis were connected to outcomes.,1.6580180914979774e-07,0.1650797503594501,0.0,0.012693985253473108,0.16907633004393308,0.0,0.012675610786670066,0.17327172127403623,0.0,1.6580180914979784e-07,0.17768117723745203,0.0
3,0.5,7,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: are there prognostic factors yet to be discovered? Answer: We report ESLD etiology as a prognostic factor for survival for the first time. Renal function (serum creatinine) and urinary Na (<5 mEq/l) at diagnosis were linked to prognosis.,1.4211583641411244e-07,0.13976194237515838,0.0,0.010880558788691236,0.1431008436406751,0.0,0.0108648092457172,0.14660347419187536,0.0,1.4211583641411244e-07,0.1502822030493367,0.0
3,0.5,8,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: might we be missing prognostic factors? Answer: We demonstrate for the first time that ESLD etiology serves as a prognostic factor for survival. Renal function (serum creatinine) and urinary sodium (<5 mEq/l) at diagnosis were associated with outcomes.,1.4211583641411244e-07,0.13976194237515838,0.0,0.010880558788691236,0.1431008436406751,0.0,0.0108648092457172,0.14660347419187536,0.0,1.4211583641411244e-07,0.1502822030493367,0.0
3,0.5,9,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: could some prognostic factors be overlooked? Answer: We show for the first time that ESLD etiology is a prognostic factor for survival. Renal function (serum creatinine) and urinary Na (<5 mEq/l) at diagnosis were related to prognosis.,1.6580180914979774e-07,0.1650797503594501,0.0,0.012693985253473108,0.16907633004393308,0.0,0.012675610786670066,0.17327172127403623,0.0,1.6580180914979784e-07,0.17768117723745203,0.0
3,0.5,10,human,Question: Hepatorenal syndrome: are we missing some prognostic factors? Answer: We report for the first time ESLD etiology as a prognostic factor for survival. The renal function (expressed as serum creatinine) and urinary Na (<5 mEq/l) at the time of diagnosis were found to be associated with,Question: Hepatorenal syndrome: are we missing key prognostic factors? Answer: We report for the first time that ESLD etiology is a prognostic factor for survival. Renal function (serum creatinine) and urinary sodium (<5 mEq/l) at diagnosis were found to be associated with prognosis.,9.474389094274162e-08,0.09097177820572666,0.0,0.0072537058591274906,0.09309042306601167,0.0,0.007243206163811466,0.09531017980432566,0.0,9.474389094274162e-08,0.09763846956391786,0.0
4,0.5,1,ai,"Question: Aripiprazole: a new risk factor for pathological gambling? 
Answer: Adverse drug reactions were confronted with other already published case reports. The review showed that aripiprazole can induce pathological gambling, an impulse control disorder that has been observed with other atypical antipsychotics. Further research is needed to fully understand the risk factors and mechanisms underlying this phenomenon. 
","Question: Could aripiprazole be a novel risk factor for pathological gambling? Answer: Adverse drug reactions were compared with previously published case reports. The review indicated that aripiprazole may trigger pathological gambling, an impulse control disorder also seen with other atypical antipsychotics. More research is necessary to clarify the risk factors and mechanisms behind this effect.",4.737194547137081e-08,0.01161238772230444,0.017851239669421492,0.0036268529295637453,0.037041271680350096,0.0,0.003621603081905733,0.03774032798284743,0.0,4.737194547137081e-08,0.038466280827795796,0.0
